AssetClass,Code,Name,ISIN,Sector,Region,SpotPrice,Currency,ImpliedVol3m,DividendYield,RepoRate,VolatilityScore,Reasoning,Description,Tags
EQUITY,6758 JP,Sony Group Corp.,JP3435000009,Technologie / Electronique & Divertissement,Japon,4100,JPY,0.26,0.006,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Jeux video (PlayStation), capteurs d'image, musique et cinema, services financiers. Diversifie, contenus premium.",action;japon;nikkei 225;technologie
EQUITY,9984 JP,SoftBank Group Corp.,JP3436100006,Technologie / Holding d'investissement,Japon,13500,JPY,0.38,0.004,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Holding technologique (participation Arm, Vision Fund, pari IA). Decote de holding, tres volatil, effet de levier.",action;japon;nikkei 225;technologie
EQUITY,6861 JP,Keyence Corp.,JP3236200006,Industrie / Automatisation & Capteurs,Japon,62000,JPY,0.24,0.005,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Capteurs et systemes de vision industrielle. Marges d'exploitation > 50%, modele sans usine, croissance reguliere.",action;japon;nikkei 225;industrie
EQUITY,8035 JP,Tokyo Electron Ltd.,JP3571400005,Technologie / Equipements semi-conducteurs,Japon,30000,JPY,0.34,0.015,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Numero deux mondial des equipements de fabrication de puces. Cyclique, beneficiaire de l'investissement IA.",action;japon;nikkei 225;technologie
EQUITY,6501 JP,Hitachi Ltd.,JP3788600009,Industrie / Conglomerat & Digital,Japon,4500,JPY,0.26,0.012,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Conglomerat en pleine transformation (Lumada digital, reseaux electriques via Hitachi Energy). Fort momentum benefices.",action;japon;nikkei 225;industrie
EQUITY,9983 JP,Fast Retailing Co. Ltd.,JP3802300008,Consommation discretionnaire / Distribution habillement,Japon,50000,JPY,0.26,0.014,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Maison mere d'Uniqlo. Expansion en Asie et en Occident, pricing power, poids important dans le Nikkei price-weighted.",action;japon;nikkei 225;consommation discretionnaire
EQUITY,8306 JP,Mitsubishi UFJ Financial Group,JP3902900004,Finance / Banque,Japon,2200,JPY,0.24,0.033,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Premiere banque japonaise. Beneficiaire de la fin des taux negatifs au Japon, rendement du capital en hausse.",action;japon;nikkei 225;finance
EQUITY,6098 JP,Recruit Holdings Co. Ltd.,JP3970300004,Technologie / RH & Plateformes,Japon,9500,JPY,0.3,0.01,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,Proprietaire d'Indeed et Glassdoor (recrutement en ligne mondial). Sensible au marche de l'emploi americain.,action;japon;nikkei 225;technologie
EQUITY,7974 JP,Nintendo Co. Ltd.,JP3756600007,Communication / Jeux video,Japon,12000,JPY,0.26,0.03,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Editeur et fabricant de consoles (Switch 2). Franchises proprietaires fortes, tresorerie nette massive, cycle produit.",action;japon;nikkei 225;communication
EQUITY,4063 JP,Shin-Etsu Chemical Co. Ltd.,JP3371200001,Materiaux / Chimie & Silicium,Japon,5500,JPY,0.24,0.02,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Leader mondial du PVC et des plaquettes de silicium pour semi-conducteurs. Marges elevees, bilan solide.",action;japon;nikkei 225;materiaux
EQUITY,6857 JP,Advantest Corp.,JP3122400009,Technologie / Test de semi-conducteurs,Japon,11000,JPY,0.42,0.008,0.0,HIGH,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Numero un mondial des testeurs de puces memoire et logiques. Tres cyclique, beta IA eleve, volatilite implicite tres elevee.",action;japon;nikkei 225;technologie
EQUITY,4568 JP,Daiichi Sankyo Co. Ltd.,JP3475350009,Sante / Pharmacie,Japon,6500,JPY,0.28,0.012,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Laboratoire japonais, leader des anticorps conjugues en oncologie (Enhertu, partenariat AstraZeneca).",action;japon;nikkei 225;sante
EQUITY,9433 JP,KDDI Corp.,JP3496400007,Telecoms,Japon,5200,JPY,0.16,0.032,0.0,LOW,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Deuxieme operateur telecom japonais. Tres defensif, dividende croissant, diversification finance/energie.",action;japon;nikkei 225;telecoms
EQUITY,7267 JP,Honda Motor Co. Ltd.,JP3854600008,Consommation discretionnaire / Automobile & Moto,Japon,1700,JPY,0.26,0.045,0.0,MEDIUM,Constituant majeur du Nikkei 225 / TOPIX. Prix indicatif ~sept. 2026 (cotation Tokyo).,"Constructeur automobile et numero un mondial de la moto. Rendement du dividende eleve, exposition USD, discipline capital.",action;japon;nikkei 225;consommation discretionnaire
EQUITY,700 HK,Tencent Holdings Ltd.,KYG875721634,Technologie / Internet & Jeux,Hong Kong / Chine,620,HKD,0.28,0.008,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Geant internet chinois (WeChat, jeux video, cloud, fintech). Plus gros poids du Hang Seng, rachats d'actions massifs.",action;hong kong;chine;hang seng;technologie
EQUITY,9988 HK,Alibaba Group Holding Ltd.,KYG017191142,Consommation discretionnaire / E-commerce & Cloud,Hong Kong / Chine,130,HKD,0.34,0.01,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"E-commerce chinois (Taobao, Tmall), cloud leader en Chine, IA (Qwen). Redressement de la croissance, decote de valorisation.",action;hong kong;chine;hang seng;consommation discretionnaire
EQUITY,1299 HK,AIA Group Ltd.,HK0000069689,Finance / Assurance-vie,Hong Kong / Chine,70,HKD,0.24,0.025,0.0,MEDIUM,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Premier assureur-vie pan-asiatique. Croissance structurelle de la prevoyance en Asie, bilan solide.",action;hong kong;chine;hang seng;finance
EQUITY,3690 HK,Meituan,KYG596691041,Consommation discretionnaire / Livraison & Services locaux,Hong Kong / Chine,120,HKD,0.38,0.0,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Super-app chinoise de livraison de repas et services locaux. Guerre des prix avec Alibaba/JD, forte volatilite.",action;hong kong;chine;hang seng;consommation discretionnaire
EQUITY,939 HK,China Construction Bank Corp.,CNE1000002H1,Finance / Banque,Hong Kong / Chine,8,HKD,0.2,0.075,0.0,MEDIUM,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Une des quatre grandes banques d'Etat chinoises. Rendement du dividende tres eleve, exposition immobilier chinois.",action;hong kong;chine;hang seng;finance
EQUITY,1398 HK,ICBC,CNE1000003G1,Finance / Banque,Hong Kong / Chine,6,HKD,0.2,0.075,0.0,MEDIUM,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Premiere banque chinoise (et mondiale) par les actifs. Dividende tres eleve, valorisation tres basse.",action;hong kong;chine;hang seng;finance
EQUITY,941 HK,China Mobile Ltd.,HK0941009539,Telecoms,Hong Kong / Chine,90,HKD,0.16,0.065,0.0,LOW,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Premier operateur telecom mondial par les abonnes. Tres defensif, dividende tres eleve, generation de cash massive.",action;hong kong;chine;hang seng;telecoms
EQUITY,2318 HK,Ping An Insurance Group,CNE1000003X6,Finance / Assurance & Banque,Hong Kong / Chine,55,HKD,0.28,0.06,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Groupe financier chinois diversifie (assurance, banque, sante, techfin). Sensible a l'immobilier et aux marches actions chinois.",action;hong kong;chine;hang seng;finance
EQUITY,1810 HK,Xiaomi Corp.,KYG9830T1067,Technologie / Electronique & Automobile,Hong Kong / Chine,50,HKD,0.4,0.0,0.0,HIGH,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Smartphones, objets connectes et desormais vehicules electriques (SU7). Montee en gamme, volatilite implicite tres elevee.",action;hong kong;chine;hang seng;technologie
EQUITY,1211 HK,BYD Co. Ltd.,CNE100000296,Consommation discretionnaire / Vehicules electriques & Batteries,Hong Kong / Chine,100,HKD,0.38,0.015,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"Premier constructeur mondial de vehicules electriques et hybrides rechargeables, integre verticalement (batteries).",action;hong kong;chine;hang seng;consommation discretionnaire
EQUITY,9618 HK,JD.com Inc.,KYG8208B1014,Consommation discretionnaire / E-commerce,Hong Kong / Chine,130,HKD,0.36,0.025,0.0,EXCELLENT_FOR_AUTOCALL,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,"E-commerce chinois specialise dans l'electronique et la logistique proprietaire. Guerre des prix de la livraison, decote.",action;hong kong;chine;hang seng;consommation discretionnaire
EQUITY,388 HK,Hong Kong Exchanges and Clearing Ltd.,HK0388045442,Finance / Infrastructure de marche,Hong Kong / Chine,420,HKD,0.26,0.035,0.0,MEDIUM,Constituant majeur du Hang Seng Index. Prix indicatif ~sept. 2026 (cotation Hong Kong).,Operateur de la Bourse de Hong Kong. Beneficiaire des introductions en bourse chinoises et des flux Southbound.,action;hong kong;chine;hang seng;finance
RATE_INDEX,ESTRON Index,Euro Short-Term Rate (ESTR),,Taux d'interet,Zone euro,1.93,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux au jour le jour de reference de la zone euro (moyenne des transactions non garanties des banques). Proche du taux de depot BCE. Base des OIS EUR et des swaps ESTR.,taux;overnight;zone euro;bce;ois
RATE_INDEX,EUR001W Index,Euribor 1 semaine,,Taux d'interet,Zone euro,2.18,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux interbancaire de la zone euro a 1 semaine (~sept. 2026).,taux;euribor;court terme;zone euro
RATE_INDEX,EUR001M Index,Euribor 1 mois,,Taux d'interet,Zone euro,2.37,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux Euribor 1 mois (~sept. 2026). Indice de reference de nombreux financements a taux variable.,taux;euribor;zone euro
RATE_INDEX,EUR003M Index,Euribor 3 mois,,Taux d'interet,Zone euro,2.63,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Taux Euribor 3 mois (~sept. 2026). Indice de reference dominant des Range Accrual EUR, des jambes flottantes de swaps et des credits immobiliers a taux revisable en Europe continentale.",taux;euribor;3 mois;range accrual;swap;zone euro
RATE_INDEX,EUR006M Index,Euribor 6 mois,,Taux d'interet,Zone euro,2.8,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux Euribor 6 mois (~sept. 2026). Frequent pour les jambes flottantes semestrielles et les credits immobiliers.,taux;euribor;6 mois;zone euro
RATE_INDEX,EUR012M Index,Euribor 12 mois,,Taux d'interet,Zone euro,3.14,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux Euribor 12 mois (~sept. 2026). Courbe monetaire EUR pentifiee (anticipation de hausse ou de fin de baisse des taux).,taux;euribor;1 an;zone euro
RATE_INDEX,EUSA2 Index,CMS EUR 2 ans (taux swap ESTR 2Y),,Taux d'interet,Zone euro,2.55,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Taux du swap de taux EUR a maturite constante 2 ans. Point court de la courbe des swaps, tres sensible a la politique de la BCE.",taux;cms;swap;2 ans;zone euro;courbe
RATE_INDEX,EUSA5 Index,CMS EUR 5 ans,,Taux d'interet,Zone euro,2.85,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap EUR a maturite constante 5 ans. Point median de la courbe.,taux;cms;swap;5 ans;zone euro;courbe
RATE_INDEX,EUSA10 Index,CMS EUR 10 ans,,Taux d'interet,Zone euro,3.15,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Taux du swap EUR a maturite constante 10 ans. Reference des produits de pente de courbe (steepeners), des CMS Spread et des autocalls de taux EUR.",taux;cms;swap;10 ans;zone euro;steepener;cms spread;courbe
RATE_INDEX,EUSA30 Index,CMS EUR 30 ans,,Taux d'interet,Zone euro,3.35,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Taux du swap EUR a maturite constante 30 ans. Point long de la courbe, sensible aux flux d'assureurs et de fonds de pension.",taux;cms;swap;30 ans;zone euro;long terme;courbe
RATE_INDEX,EUSA10-EUSA2,Spread de courbe EUR (CMS 10 ans - 2 ans),,Taux d'interet,Zone euro,0.6,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Ecart entre le taux swap EUR 10 ans et 2 ans (~+60 bps, courbe pentifiee). Sous-jacent des steepeners / flatteners et des CMS Spread EUR.",taux;spread de courbe;steepener;flattener;cms spread;zone euro
RATE_INDEX,GDBR10 Index,Bund 10 ans (rendement de l'obligation d'Etat allemande),,Taux d'interet,Zone euro,2.95,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,"Rendement de l'emprunt d'Etat allemand a 10 ans, actif sans risque de reference de la zone euro.",taux;obligation d'etat;bund;allemagne;10 ans;sans risque
RATE_INDEX,OATA10 Index,OAT 10 ans (rendement de l'obligation d'Etat francaise),,Taux d'interet,Zone euro,3.45,EUR,0.0,0.0,0.0,LOW,Taux de reference EUR. Niveau indicatif en pourcentage (~sept. 2026).,Rendement de l'emprunt d'Etat francais a 10 ans. Spread OAT-Bund elargi (~50 bps) sur incertitude budgetaire francaise.,taux;obligation d'etat;oat;france;10 ans;spread souverain
RATE_INDEX,SOFRRATE Index,SOFR (Secured Overnight Financing Rate),,Taux d'interet,Etats-Unis,3.55,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,"Taux au jour le jour garanti de reference du dollar (repo Treasuries), successeur du LIBOR USD. Base des OIS USD et des swaps SOFR.",taux;overnight;dollar;sofr;repo;ois
RATE_INDEX,FEDL01 Index,Taux effectif des Fed Funds,,Taux d'interet,Etats-Unis,3.63,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,Taux effectif des fonds federaux americains (~sept. 2026). Fourchette cible de la Fed apres son cycle de baisses.,taux;fed;politique monetaire;dollar;court terme
RATE_INDEX,USSW2 Index,CMS USD 2 ans (taux swap SOFR 2Y),,Taux d'interet,Etats-Unis,4.35,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap USD a maturite constante 2 ans.,taux;cms;swap;2 ans;dollar;courbe
RATE_INDEX,USSW5 Index,CMS USD 5 ans,,Taux d'interet,Etats-Unis,4.5,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap USD a maturite constante 5 ans.,taux;cms;swap;5 ans;dollar;courbe
RATE_INDEX,USSW10 Index,CMS USD 10 ans,,Taux d'interet,Etats-Unis,4.7,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap USD a maturite constante 10 ans. Reference des CMS Spread USD et des autocalls de taux dollar.,taux;cms;swap;10 ans;dollar;cms spread;courbe
RATE_INDEX,USSW30 Index,CMS USD 30 ans,,Taux d'interet,Etats-Unis,5.05,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap USD a maturite constante 30 ans.,taux;cms;swap;30 ans;dollar;long terme
RATE_INDEX,USGG10YR Index,Treasury 10 ans (rendement de l'obligation d'Etat americaine),,Taux d'interet,Etats-Unis,4.8,USD,0.0,0.0,0.0,LOW,Taux de reference USD. Niveau indicatif en pourcentage (~sept. 2026).,"Rendement du bon du Tresor americain a 10 ans, actif sans risque de reference mondial. Courbe US repentifiee (2s10s positive).",taux;obligation d'etat;treasury;etats-unis;10 ans;sans risque
RATE_INDEX,SONIO Index,SONIA (Sterling Overnight Index Average),,Taux d'interet,Royaume-Uni,3.75,GBP,0.0,0.0,0.0,LOW,Taux de reference GBP. Niveau indicatif en pourcentage (~sept. 2026).,Taux au jour le jour de reference de la livre sterling. Base des OIS et swaps GBP.,taux;overnight;livre sterling;sonia;ois
RATE_INDEX,BPSW10 Index,CMS GBP 10 ans,,Taux d'interet,Royaume-Uni,4.35,GBP,0.0,0.0,0.0,LOW,Taux de reference GBP. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap GBP a maturite constante 10 ans.,taux;cms;swap;10 ans;livre sterling
RATE_INDEX,JYSW10 Index,CMS JPY 10 ans,,Taux d'interet,Japon,1.75,JPY,0.0,0.0,0.0,LOW,Taux de reference JPY. Niveau indicatif en pourcentage (~sept. 2026).,Taux du swap JPY a maturite constante 10 ans. Normalisation de la politique de la Banque du Japon apres des annees de taux nuls/negatifs.,taux;cms;swap;10 ans;yen;boj;normalisation
FX,EURUSD,EUR/USD,,Change EUR/USD,International,1.162,EUR,0.075,0.0,0.0,LOW,Couple de change EUR/USD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Couple de change le plus echange au monde. Spot ~1.16 (~sept. 2026). Sous-jacent de reference des TARF, dual currency et FX linked notes euro-dollar.",change;fx;majeur;euro;dollar;tarf
FX,EURGBP,EUR/GBP,,Change EUR/GBP,International,0.859,EUR,0.07,0.0,0.0,LOW,Couple de change EUR/GBP. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Euro contre livre sterling. Spot ~0.86. Volatilite contenue, tres liquide.",change;fx;majeur;euro;livre sterling
FX,EURJPY,EUR/JPY,,Change EUR/JPY,International,178.5,EUR,0.09,0.0,0.0,LOW,Couple de change EUR/JPY. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Euro contre yen. Spot ~178. Couple de portage (carry) classique, sensible a la Banque du Japon et a l'aversion au risque.",change;fx;majeur;euro;yen;carry
FX,EURCHF,EUR/CHF,,Change EUR/CHF,International,0.924,EUR,0.055,0.0,0.0,LOW,Couple de change EUR/CHF. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Euro contre franc suisse. Spot ~0.92. Franc refuge, interventions possibles de la BNS, faible volatilite.",change;fx;majeur;euro;franc suisse;refuge
FX,GBPUSD,GBP/USD,,Change GBP/USD,International,1.354,GBP,0.085,0.0,0.0,LOW,Couple de change GBP/USD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,Livre sterling contre dollar (cable). Spot ~1.35. Sensible a la Banque d'Angleterre et au risque budgetaire britannique.,change;fx;majeur;livre sterling;dollar
FX,USDJPY,USD/JPY,,Change USD/JPY,International,153.5,USD,0.095,0.0,0.0,LOW,Couple de change USD/JPY. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre yen. Spot ~153.5. Couple de portage majeur, tres sensible a l'ecart de taux US-Japon.",change;fx;majeur;dollar;yen;carry;taux
FX,USDCHF,USD/CHF,,Change USD/CHF,International,0.795,USD,0.075,0.0,0.0,LOW,Couple de change USD/CHF. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre franc suisse. Spot ~0.795. Franc fort, dollar sous pression en 2026.",change;fx;majeur;dollar;franc suisse
FX,AUDUSD,AUD/USD,,Change AUD/USD,International,0.665,AUD,0.1,0.0,0.0,LOW,Couple de change AUD/USD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar australien contre dollar US. Proxy des matieres premieres et de la demande chinoise, volatilite elevee.",change;fx;matieres premieres;chine;dollar australien
FX,NZDUSD,NZD/USD,,Change NZD/USD,International,0.605,NZD,0.105,0.0,0.0,LOW,Couple de change NZD/USD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar neo-zelandais contre dollar US. Proxy agricole et taux, tres volatil.",change;fx;dollar neo-zelandais;matieres premieres
FX,USDCAD,USD/CAD,,Change USD/CAD,International,1.365,USD,0.07,0.0,0.0,LOW,Couple de change USD/CAD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,Dollar US contre dollar canadien. Sensible au petrole (WTI) et aux droits de douane US.,change;fx;dollar canadien;petrole
FX,EURSEK,EUR/SEK,,Change EUR/SEK,International,10.85,EUR,0.08,0.0,0.0,LOW,Couple de change EUR/SEK. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,Euro contre couronne suedoise. Sensible au cycle industriel europeen et a la Riksbank.,change;fx;couronne suedoise;nordics
FX,EURNOK,EUR/NOK,,Change EUR/NOK,International,11.4,EUR,0.09,0.0,0.0,LOW,Couple de change EUR/NOK. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,Euro contre couronne norvegienne. Proxy petrole (Brent) et fonds souverain norvegien.,change;fx;couronne norvegienne;petrole
FX,USDCNH,USD/CNH,,Change USD/CNH,International,7.1,USD,0.055,0.0,0.0,LOW,Couple de change USD/CNH. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre yuan chinois offshore. Gere par la PBoC (fixing quotidien), volatilite volontairement contenue. Sous-jacent frequent de TARF pour les entreprises importatrices/exportatrices.",change;fx;yuan;chine;tarf;gere
FX,USDBRL,USD/BRL,,Change USD/BRL,International,5.3,USD,0.15,0.0,0.0,LOW,Couple de change USD/BRL. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre real bresilien. Devise emergente a haut rendement, tres volatile, sensible aux matieres premieres et a la politique interieure.",change;fx;emergent;real bresilien;haut rendement;volatil
FX,USDMXN,USD/MXN,,Change USD/MXN,International,18.5,USD,0.135,0.0,0.0,LOW,Couple de change USD/MXN. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre peso mexicain. Nearshoring vs risque de droits de douane US, carry attractif, volatilite elevee.",change;fx;emergent;peso mexicain;nearshoring;carry
FX,USDTRY,USD/TRY,,Change USD/TRY,International,42.0,USD,0.22,0.0,0.0,MEDIUM,Couple de change USD/TRY. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre livre turque. Depreciation structurelle, taux tres eleves, volatilite extreme.",change;fx;emergent;livre turque;depreciation;volatil
FX,USDINR,USD/INR,,Change USD/INR,International,88.5,USD,0.05,0.0,0.0,LOW,Couple de change USD/INR. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre roupie indienne. Depreciation graduelle geree par la RBI, faible volatilite implicite.",change;fx;emergent;roupie indienne;gere
FX,USDKRW,USD/KRW,,Change USD/KRW,International,1360,USD,0.09,0.0,0.0,LOW,Couple de change USD/KRW. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,Dollar contre won coreen. Proxy du cycle des semi-conducteurs et du commerce asiatique.,change;fx;emergent;won coreen;semi-conducteurs
FX,USDSGD,USD/SGD,,Change USD/SGD,International,1.285,USD,0.05,0.0,0.0,LOW,Couple de change USD/SGD. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Dollar contre dollar de Singapour. Gere en panier par la MAS, tres faible volatilite.",change;fx;dollar de singapour;gere;asie
FX,EURPLN,EUR/PLN,,Change EUR/PLN,International,4.25,EUR,0.075,0.0,0.0,LOW,Couple de change EUR/PLN. Spot indicatif ~sept. 2026 ; ImpliedVol3m = volatilite implicite 3 mois indicative.,"Euro contre zloty polonais. Convergence europeenne, sensible a la NBP et aux flux de l'UE.",change;fx;emergent europe;zloty;pologne
CREDIT,ITRX EUR CDSI GEN 5Y Corp,iTraxx Europe Main (5 ans),,Indice de credit (CDS),Europe,58,EUR,0.0,0.0,0.0,LOW,Indice de CDS. SpotPrice = spread indicatif en points de base (~sept. 2026).,Indice des CDS a 5 ans sur 125 emetteurs europeens investment grade. Reference du risque de credit corporate europeen ; spread ~58 bps (marche resserre).,credit;cds;itraxx;investment grade;europe;5 ans
CREDIT,ITRX XOVER CDSI GEN 5Y Corp,iTraxx Europe Crossover (5 ans),,Indice de credit (CDS),Europe,290,EUR,0.0,0.0,0.0,LOW,Indice de CDS. SpotPrice = spread indicatif en points de base (~sept. 2026).,"Indice des CDS a 5 ans sur ~75 emetteurs europeens haut rendement (sub-investment grade). Beta credit eleve, sous-jacent des tranches et CLN haut rendement.",credit;cds;itraxx;crossover;haut rendement;high yield;europe
CREDIT,ITRX EUR SNRFIN CDSI GEN 5Y Corp,iTraxx Europe Senior Financials (5 ans),,Indice de credit (CDS),Europe,70,EUR,0.0,0.0,0.0,LOW,Indice de CDS. SpotPrice = spread indicatif en points de base (~sept. 2026).,Indice des CDS a 5 ans sur la dette senior de 30 institutions financieres europeennes. Proxy du risque bancaire systemique.,credit;cds;itraxx;financieres;senior;banques
CREDIT,ITRX EUR SUBFIN CDSI GEN 5Y Corp,iTraxx Europe Subordinated Financials (5 ans),,Indice de credit (CDS),Europe,130,EUR,0.0,0.0,0.0,LOW,Indice de CDS. SpotPrice = spread indicatif en points de base (~sept. 2026).,Indice des CDS a 5 ans sur la dette subordonnee des financieres europeennes. Plus risque que le senior (bail-in).,credit;cds;itraxx;financieres;subordonne;bail-in
CREDIT,CDX IG CDSI GEN 5Y Corp,CDX North America Investment Grade (5 ans),,Indice de credit (CDS),Etats-Unis,50,USD,0.0,0.0,0.0,LOW,Indice de CDS. SpotPrice = spread indicatif en points de base (~sept. 2026).,Indice des CDS a 5 ans sur 125 emetteurs nord-americains investment grade. Equivalent US de l'iTraxx Main.,credit;cds;cdx;investment grade;etats-unis;5 ans
